,FID,area,count,lng,lat,NEAR_FID,NEAR_DIST,FID_1,OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,分类,Shape_Leng,BertGridJoinLabel,POINUM,POITYPE,roadclass,POINUMtrans,counttrans
94,94,梨园下穿通道,167,114.299556231,30.5952098642,2763,0.000555723832242,2763,3103,178329464,5113,primary,沿江大道, ,F,0,0.0,F,F,城市主干道,2942.36700919,1347,581,Class-1,5,0.11136991745926111,1.0
95,95,新洲北部,22,114.79577166799999,30.843778436999997,4479,0.320959649294,4479,4912,300389310,5121,unclassified, , ,B,0,0.0,F,F,城市支路,17635.1966673,0,11,Class12,3,-0.1388865781179233,0.04143905918374448
96,96,汉阳区自力二街鹦鹉小道,10,114.25756213700001,30.53182183,3602,0.000458070977042,3602,4005,233478900,5114,secondary,鹦鹉大道, ,B,0,0.0,F,F,城市主干道,6092.375444009999,615,442,Class-1,5,0.05034245625710563,-0.03789012212518702
97,97,硃山湖南路京珠涵洞,2,114.379084314,30.481402200300003,438,0.0045089100550600005,438,517,99483515,5121,unclassified, , ,B,0,0.0,F,F,城市支路,96.5086974487,146,277,Class-1,3,-0.02210021351523722,-0.09077624299780802
98,98,工人村茅墩,4,114.41778388600001,30.6434694631,5622,0.0008670597068049998,5622,6372,457348754,5113,primary,和平大道, ,F,0,0.0,F,F,城市主干道,3023.67963132,1753,10,Class20,5,-0.13932562460139203,-0.07755471277965277
99,99,黄陂北部,10,114.370431505,30.8834454978,7784,0.18290310431899998,7784,8968,766001053,5142,track, , ,B,0,0.0,F,F,郊区乡村道路,21.783981166900002,0,11,Class12,1,-0.1388865781179233,-0.03789012212518702
100,100,友谊大道车管所门口,20,114.369215667,30.6164013202,5841,4.654198411999999e-06,5841,6613,458084224,5113,primary,友谊大道, ,F,0,0.0,F,F,城市主干道,4728.75748466,1575,571,Class-1,5,0.10697945262457369,0.028217528965589232
101,101,江夏梁子湖地区,1,114.442566435,30.432912842199997,6123,0.0432371588541,6123,6916,492711251,5115,tertiary,流芳园横路, ,B,0,0.0,F,F,城市次干道,612.8846587049999,45,87,Class5,2,-0.10551904537429868,-0.09738700810688564
102,102,欢乐大道东湖庭院,12,114.373281149,30.5926960817,3845,0.00145366546787,3845,4251,236665023,5113,primary,欢乐大道, ,F,0,0.0,F,F,城市主干道,2650.85925665,1308,132,Class-1,5,-0.08576195361820518,-0.02466859190703177
103,103,落雁路涵洞,5,114.417575462,30.581829738000003,91,3.8819300779e-05,91,113,55211502,5121,unclassified,落雁路, ,B,0,0.0,F,F,城市支路,4394.34262856,1210,67,Class-1,3,-0.11429997504367358,-0.07094394767057514
104,104,东西湖区金南二路园博园北门,10,114.21289140299999,30.632418220199998,732,0.00487280553054,732,848,104136221,5112,trunk,三环线, ,F,0,0.0,F,F,高架及快速路,2888.09372053,1641,116,Class-1,4,-0.0927866973537051,-0.03789012212518702
105,105,蔡甸区通城大道姚家林小学段,8,114.017443525,30.5424471702,168,0.113121877826,168,198,98322203,5122,residential, , ,B,0,0.0,F,F,城市支路,2075.96293947,0,11,Class12,3,-0.1388865781179233,-0.05111165234334227
106,106,汉西路解放大道至沿河大道,11,114.226023445,30.575045826799997,2391,5.3901324729e-05,2391,2715,177261200,5114,secondary,沿河大道, ,F,0,0.0,F,F,城市主干道,5353.2554275,1118,355,Class-1,5,0.012145412195324855,-0.03127935701610939
107,107,光谷大道,36,114.221267862,30.5596572792,5337,0.000264459538086,5337,5987,455519133,5113,primary,汉阳大道, ,F,0,0.0,F,F,城市主干道,3509.26132401,894,820,Class-1,5,0.21630202700829107,0.13398977071083124
108,108,软件园中路交通银行对面,10,114.397223575,30.4779157008,4081,7.859532415199999e-05,4081,4504,240970201,5114,secondary, , ,B,0,0.0,F,F,城市主干道,803.3389495469999,110,587,Class-1,5,0.11400419636007358,-0.03789012212518702
109,109,解放大道单洞路,8,114.276671007,30.5860381761,2464,7.034340519600002e-05,2464,2789,177624353,5114,secondary,单洞路, ,B,0,0.0,F,F,城市主干道,305.747907264,1236,1242,Class-1,5,0.4015796430321013,-0.05111165234334227
110,110,光谷地区,2,114.47211686899999,30.457748331599998,2113,0.0056867809082399995,2113,2364,159681241,5113,primary,光谷三路, ,F,0,0.0,F,F,城市主干道,424.623226159,120,77,Class5,5,-0.10990951020898612,-0.09077624299780802
111,111,武昌区友谊大道长江隧道口,14,114.31447350200001,30.57009243,3635,0.000297207189085,3635,4040,233487209,5113,primary,友谊大道, ,F,0,0.0,F,F,城市主干道,1029.22425579,1081,42,Class-1,5,-0.12527613713039218,-0.011447061688876518
112,112,东西湖区银潭路金银潭医院门口,2,114.280453049,30.6686798112,4828,0.00216334996807,4828,5376,353145053,5115,tertiary,银潭路, ,B,0,0.0,F,F,城市次干道,272.460401951,1869,10,Class-1,2,-0.13932562460139203,-0.09077624299780802
113,113,虎泉街东新辖区双向,55,114.373962236,30.5080255625,3160,4.3762881288e-05,3160,3529,231525035,5114,secondary,虎泉街, ,F,0,0.0,F,F,城市主干道,1825.98424305,372,1197,Class-1,5,0.3818225512760078,0.2595943077833061
114,114,茂兴路区幼儿园路口,12,114.035629927,30.568541345,168,0.0876775973105,168,198,98322203,5122,residential, , ,B,0,0.0,F,F,城市支路,2075.96293947,0,11,Class12,3,-0.1388865781179233,-0.02466859190703177
115,115,下三环上朝阳路,7,114.14141379200001,30.6024270649,7839,0.0102938116367,7839,9025,766387524,5115,tertiary,郭茨口路, ,B,0,0.0,F,F,城市次干道,13986.2295128,1425,16,Class-1,2,-0.13669134570057953,-0.0577224174524199
116,116,建设十一路,8,114.412982346,30.6495489906,8096,3.1575375227e-05,8096,9310,775059505,5122,residential, , ,B,0,0.0,F,F,城市支路,950.419509537,1785,36,Class-1,3,-0.12791041603120465,-0.05111165234334227
117,117,十六支沟涵洞,24,114.08375403,30.6384045995,7839,0.059777299358199996,7839,9025,766387524,5115,tertiary,郭茨口路, ,B,0,0.0,F,F,城市次干道,13986.2295128,1533,110,Class-1,2,-0.09542097625451756,0.05466058940189973
118,118,新洲区章林路,22,114.787529229,30.830562606199997,4479,0.306569664784,4479,4912,300389310,5121,unclassified, , ,B,0,0.0,F,F,城市支路,17635.1966673,0,11,Class12,3,-0.1388865781179233,0.04143905918374448
119,119,三环线内环新华村天桥段,20,114.188758236,30.5259343654,1932,0.00435526799439,1932,2144,139708473,5114,secondary, , ,F,0,0.0,F,F,城市主干道,2757.2940424999993,544,237,Class-1,5,-0.039662072853987006,0.028217528965589232
120,120,高桥二路涵洞,12,114.046147096,30.6225973233,7839,0.0808431898755,7839,9025,766387524,5115,tertiary,郭茨口路, ,B,0,0.0,F,F,城市次干道,13986.2295128,0,11,Class12,2,-0.1388865781179233,-0.02466859190703177
121,121,汉阳东部,2,114.213544203,30.5563608937,400,0.000179438833892,400,477,99461964,5121,unclassified, , ,B,0,0.0,F,F,城市支路,371.447041085,892,433,Class29,3,0.04639103790588693,-0.09077624299780802
122,122,邬树街,12,114.36261127899999,30.3906268945,5641,0.062293083223099996,5641,6396,457652868,5121,unclassified, , ,B,0,0.0,F,F,城市支路,443.98703884099996,14,25,Class-1,3,-0.13273992734936085,-0.02466859190703177
123,123,工人村丝茅墩,28,114.417588955,30.6395506801,4849,0.0022869305792199996,4849,5398,363407693,5114,secondary,工人村路, ,B,0,0.0,F,F,城市主干道,4025.62996278,1753,10,Class20,5,-0.13932562460139203,0.08110364983821024
124,124,建一路东侧翼道渍,24,114.365621151,30.626297999899997,1004,9.934325661499999e-05,1004,1137,105737890,5114,secondary,建设一路, ,F,0,0.0,F,F,城市主干道,2241.40751011,1671,960,Class4,5,0.2777685346939153,0.05466058940189973
125,125,一道口二道口,4,114.29784062700001,30.3442142547,1506,0.0817326826183,1506,1676,116582262,5115,tertiary, , ,B,0,0.0,F,F,城市次干道,6011.86746476,0,11,Class12,2,-0.1388865781179233,-0.07755471277965277
126,126,汉南路高公街,24,114.27375458899999,30.5620397864,4918,4.2100554865999996e-05,4918,5497,372661429,5115,tertiary,汉南路, ,B,0,0.0,F,F,城市次干道,1932.50336356,961,221,Class12,2,-0.04668681658948692,0.05466058940189973
127,127,文化宫西路口,12,114.30821263799999,30.5677923889,5166,0.000532702526494,5166,5786,424212411,5115,tertiary, , ,B,0,0.0,F,F,城市次干道,436.88649600400004,1024,876,Class37,2,0.24088863008254074,-0.02466859190703177
128,128,蔡甸中部东部,10,114.023325427,30.5844854887,1642,0.0976090723654,1642,1824,119180680,5122,residential, , ,B,0,0.0,F,F,城市支路,242.96552338799998,0,11,Class12,3,-0.1388865781179233,-0.03789012212518702
129,129,下三环上朝阳路,13,114.344327115,30.4586226797,5631,0.000722436325224,5631,6383,457651335,5122,residential, , ,B,0,0.0,F,F,城市支路,573.266478869,11,30,Class12,3,-0.13054469493201715,-0.018057826797954143
130,130,邾城中队巡逻城内衡州大街摩尔城路口,9,114.797595587,30.836275816399997,4479,0.318094395574,4479,4912,300389310,5121,unclassified, , ,B,0,0.0,F,F,城市支路,17635.1966673,0,11,Class12,3,-0.1388865781179233,-0.04450088723426464
131,131,文化大道北华街,8,114.320214769,30.3606154565,5641,0.0747631802041,5641,6396,457652868,5121,unclassified, , ,B,0,0.0,F,F,城市支路,443.98703884099996,0,11,Class12,3,-0.1388865781179233,-0.05111165234334227
132,132,官莲湖大道金发科技,2,114.05425676799999,30.4026716036,5261,0.12489755178999999,5261,5902,454908132,5113,primary,武金堤,S102,B,0,0.0,F,F,城市主干道,4472.18840673,0,11,Class12,5,-0.1388865781179233,-0.09077624299780802
133,133,月湖桥双侧下桥处,15,114.24493487299999,30.5697005892,5378,7.48550907e-07,5378,6066,456043506,5114,secondary,沿河大道, ,F,0,0.0,F,F,城市主干道,3920.31731203,1012,194,Class-1,5,-0.05854107164314301,-0.004836296579798892
134,134,和平大道三弓路路口,12,114.365288569,30.6197545566,2967,4.7312110609000004e-05,2967,3325,205306332,5114,secondary,三弓路, ,B,0,0.0,F,F,城市主干道,1018.41288143,1575,571,Class-1,5,0.10697945262457369,-0.02466859190703177
135,135,公正路省图书馆门口,10,114.300871136,30.5484543977,3240,0.0006995129994089999,3240,3610,231778171,5114,secondary,民主路, ,F,0,0.0,F,F,城市主干道,2142.56345381,796,1083,Class-1,5,0.3317712521605709,-0.03789012212518702
136,136,春蕾路水果湖高中,10,114.3408802,30.551489512800003,6565,0.0008146739151639999,6565,7464,607697635,5122,residential, , ,B,0,0.0,F,F,城市支路,389.26949326,861,834,Class-1,3,0.22244867777685348,-0.03789012212518702
137,137,武昌区紫阳东路东安路口,92,114.315307519,30.5341915964,1624,6.260498303999999e-06,1624,1802,118334679,5114,secondary,紫阳东路, ,F,0,-1.0,F,T,城市主干道,100.259073296,627,656,Class-1,5,0.14429840371941696,0.5041926168191783
138,138,硚口区丰顺路至园博大道涵洞,20,114.20798768600001,30.615041395100004,6481,7.8012899684e-05,6481,7364,553569537,5122,residential, , ,B,0,0.0,F,F,城市支路,509.460934639,1543,187,Class-1,3,-0.06161439702742423,0.028217528965589232
139,139,小东门路口民主路右转上中山路渠化道,10,114.31341934299999,30.545951434000003,5983,1.6221415115999998e-05,5983,6764,481329676,5113,primary,中山路, ,F,0,0.0,F,F,城市主干道,208.727138425,798,954,Class-1,5,0.27513425579310286,-0.03789012212518702
140,140,张之洞路首义路口,5,114.297463131,30.536733961,3506,3.5293287349999996e-06,3506,3892,231810579,5114,secondary,张之洞路 (紫阳路), ,F,0,0.0,F,F,城市主干道,840.273145526,680,984,Class-1,5,0.2883056502971652,-0.07094394767057514
141,141,白马小路至果批段,30,114.424986414,30.5961749492,2349,0.0004127679170169999,2349,2626,175745888,5115,tertiary,落雁路, ,B,0,0.0,F,F,城市次干道,1496.95109682,1372,14,Class-1,2,-0.13756943866751703,0.09432518005636548
142,142,民族大道新竹路口,72,114.400596335,30.4924152625,424,1.070347357e-06,424,503,99480657,5115,tertiary,新竹路, ,B,0,0.0,F,F,城市次干道,2389.75861011,237,266,Class-1,2,-0.02692972483339341,0.3719773146376258
143,143,蔡甸区蔡甸站,36,114.02475877799999,30.586892976999998,1642,0.0960389501739,1642,1824,119180680,5122,residential, , ,B,0,0.0,F,F,城市支路,242.96552338799998,0,11,Class12,3,-0.1388865781179233,0.13398977071083124
144,144,东湖风景区落雁路涵洞,5,114.40789485299999,30.5544886872,2036,0.00164568494549,2036,2272,149854929,5121,unclassified, , ,B,0,0.0,F,F,城市支路,2576.08831909,874,83,Class-1,3,-0.10727523130817368,-0.07094394767057514
145,145,沙湖白马路果批小路,15,114.172732085,30.2641943147,5066,0.1290713605,5066,5676,404530045,5114,secondary, , ,F,0,0.0,F,F,城市主干道,691.440554892,0,11,Class12,5,-0.1388865781179233,-0.004836296579798892
146,146,奓山千子山路口,12,114.030863245,30.415267449499996,5261,0.149165785344,5261,5902,454908132,5113,primary,武金堤,S102,B,0,0.0,F,F,城市主干道,4472.18840673,0,11,Class12,5,-0.1388865781179233,-0.02466859190703177
147,147,纸坊大街一道口,2,114.32844799799999,30.34560599,5641,0.0902344176071,5641,6396,457652868,5121,unclassified, , ,B,0,0.0,F,F,城市支路,443.98703884099996,0,11,Class12,3,-0.1388865781179233,-0.09077624299780802
148,148,南湖西路,9,114.33959121299999,30.4905220917,259,1.4316268785e-05,259,293,98845207,5121,unclassified, , ,B,0,0.0,F,F,城市支路,688.022206898,225,114,Class-1,3,-0.09366479032064258,-0.04450088723426464
149,149,天鹅湖大道泊龙湾路口,12,114.051041486,30.503593339499997,7042,0.08862686809699999,7042,8037,665071614,5115,tertiary, , ,B,0,0.0,F,F,城市次干道,1816.0437741,0,11,Class12,2,-0.1388865781179233,-0.02466859190703177
150,150,纸坊大街一道口,6,114.328455214,30.3456052023,5641,0.09023593520199999,5641,6396,457652868,5121,unclassified, , ,B,0,0.0,F,F,城市支路,443.98703884099996,0,11,Class12,3,-0.1388865781179233,-0.06433318256149752
151,151,新洲大街沿线永安大道建行路口,12,114.802654866,30.8385730995,4479,0.32356141465599997,4479,4912,300389310,5121,unclassified, , ,B,0,0.0,F,F,城市支路,17635.1966673,0,11,Class12,3,-0.1388865781179233,-0.02466859190703177
152,152,南安街米兰国际路段,10,114.799679145,30.841665812600002,4479,0.322897813984,4479,4912,300389310,5121,unclassified, , ,B,0,0.0,F,F,城市支路,17635.1966673,0,11,Class12,3,-0.1388865781179233,-0.03789012212518702
153,153,文昌大道,8,114.80721346600001,30.8386618307,4479,0.327372721099,4479,4912,300389310,5121,unclassified, , ,B,0,0.0,F,F,城市支路,17635.1966673,0,11,Class12,3,-0.1388865781179233,-0.05111165234334227
154,154,凤凰西路京珠高速下穿通道,2,114.06324662600001,30.456556813699997,7042,0.101271040143,7042,8037,665071614,5115,tertiary, , ,B,0,0.0,F,F,城市次干道,1816.0437741,0,11,Class12,2,-0.1388865781179233,-0.09077624299780802
155,155,江岸全民健身中心站,1,114.27886441,30.6443008989,2916,0.00185519155497,2916,3273,188704910,5113,primary,后湖大道, ,F,60,0.0,F,F,城市主干道,6500.953464510001,1759,84,Class-1,5,-0.10683618482470492,-0.09738700810688564
156,156,武大园三路,36,114.41104724799999,30.4544350444,7917,0.0175427729128,7917,9114,770788370,5133,primary_link, , ,F,0,0.0,F,F,城市主干道,115.71585895700001,43,265,Class-1,5,-0.027368771316862155,0.13398977071083124
157,157,南湖老人桥路,16,114.323887258,30.4847677654,3455,1.5566790657e-05,3455,3841,231805317,5115,tertiary,南湖路, ,B,0,0.0,F,F,城市次干道,1506.81380864,135,358,Class37,2,0.013462551645731088,0.0017744685292787321
158,158,夏大道中国税务门口,4,114.416436872,30.7022524767,1331,0.0166692335208,1331,1497,107959907,5121,unclassified, , ,B,0,0.0,F,F,城市支路,20676.8376306,1945,0,Class0,3,-0.14371608943607947,-0.07755471277965277
159,159,黄陂横店街,6,114.288795685,30.8121269948,112,0.128504112445,112,140,77765214,5114,secondary, , ,B,0,0.0,F,F,城市主干道,485.414523109,0,11,Class12,5,-0.1388865781179233,-0.06433318256149752
160,160,府河,5,114.314635112,30.6882014552,112,0.00240540011273,112,140,77765214,5114,secondary, , ,B,0,0.0,F,F,城市主干道,485.414523109,1946,18,Class4,5,-0.13581325273364206,-0.07094394767057514
161,161,八一路阳光路口东,27,114.311189323,30.3458177963,4860,0.0887131169702,4860,5418,364372571,5122,residential,黄陵庙路, ,B,0,0.0,F,F,城市支路,585.732305114,0,11,Class12,3,-0.1388865781179233,0.0744928847291326
162,162,姑嫂树兴业路,24,114.256969356,30.6319317184,4607,0.00011985828990399999,4607,5047,329696023,5114,secondary, , ,F,0,0.0,F,F,城市主干道,1545.38113384,1686,787,Class-1,5,0.2018134930538225,0.05466058940189973
163,163,王家湾往知音桥方向,5,114.28096395700001,30.6265968029,4643,3.1908628554e-05,4643,5116,331158298,5113,primary,发展大道, ,F,0,0.0,F,F,城市主干道,833.976620189,1654,377,Class-1,5,0.021804434831637236,-0.07094394767057514
164,164,国博中心通道南北向,24,114.234660527,30.5103405246,5782,0.00207987138831,5782,6554,457991007,5121,unclassified, , ,B,0,0.0,F,F,城市支路,317.254763461,395,57,Class-1,3,-0.11869043987836103,0.05466058940189973
165,165,江夏区和平农庄涵洞,4,114.30290787,30.3818053541,4860,0.0556369552497,4860,5418,364372571,5122,residential,黄陵庙路, ,B,0,0.0,F,F,城市支路,585.732305114,2,27,Class-1,3,-0.13186183438242335,-0.07755471277965277
166,166,官莲湖大道风亭南路至黄陵大道路口,2,114.071008101,30.415863218800002,5261,0.10946083324200001,5261,5902,454908132,5113,primary,武金堤,S102,B,0,0.0,F,F,城市主干道,4472.18840673,0,11,Class12,5,-0.1388865781179233,-0.09077624299780802
167,167,珞瑜路卓北路口北进口道,20,114.34041419799999,30.5946682029,120,0.000150400276187,120,150,87236321,5113,primary,友谊大道, ,F,0,0.0,F,F,城市主干道,134.16862425600002,1302,1904,Class-1,5,0.6922284150884102,0.028217528965589232
168,168,蔡甸大街水务局路口,12,114.031659136,30.5756879114,168,0.09020079694610002,168,198,98322203,5122,residential, , ,B,0,0.0,F,F,城市支路,2075.96293947,0,11,Class12,3,-0.1388865781179233,-0.02466859190703177
169,169,纸坊大街二道口,8,114.297670237,30.3441852258,1506,0.0815974297523,1506,1676,116582262,5115,tertiary, , ,B,0,0.0,F,F,城市次干道,6011.86746476,0,11,Class12,2,-0.1388865781179233,-0.05111165234334227
170,170,楚平路,4,114.374592244,30.5023171789,590,1.7560849539999998e-05,590,689,103497232,5115,tertiary,楚平路, ,F,0,0.0,F,F,城市次干道,817.1925910579998,324,364,Class-1,2,0.016096830546543556,-0.07755471277965277
171,171,三环线古田加油站对面,45,114.26435108700001,30.6515122341,1947,3.0390429169999998e-06,1947,2159,142674633,5112,trunk,三环线, ,F,0,0.0,F,F,高架及快速路,2137.33568294,1815,20,Class-1,4,-0.13493515976670456,0.19348665669252987
172,172,五里墩街文华路交处,4,114.310319658,30.3726388939,5641,0.0633694373069,5641,6396,457652868,5121,unclassified, , ,B,0,0.0,F,F,城市支路,443.98703884099996,4,1,Class-1,3,-0.1432770429526107,-0.07755471277965277
173,173,李桥下穿通道,36,114.302361086,30.460234740700002,3503,1.1682519662999999e-05,3503,3889,231808168,5114,secondary,南李路, ,F,0,0.0,F,F,城市主干道,2894.78647987,2,27,Class-1,5,-0.13186183438242335,0.13398977071083124
174,174,和平大道下桥处德成长江国际门口段,12,114.33243059,30.5925579225,4555,0.00050418921062,4555,4988,307415576,5122,residential, , ,B,0,0.0,F,F,城市支路,551.00726364,1300,351,Class12,3,0.010389226261449877,-0.02466859190703177
175,175,东湖高新,2,114.375358105,30.4647934625,192,0.013251354423799998,192,224,98582997,5121,unclassified, , ,B,0,0.0,F,F,城市支路,2331.8742418599995,36,265,Class-1,3,-0.027368771316862155,-0.09077624299780802
176,176,新洲旧街站,5,114.92078949399999,30.836022966599998,7858,0.414271051348,7858,9045,767941546,5122,residential, , ,B,0,0.0,F,F,城市支路,52.3081190211,0,11,Class12,3,-0.1388865781179233,-0.07094394767057514
177,177,解放大道前进一路,12,114.277180996,30.5803196906,2448,6.2625615647e-05,2448,2773,177618181,5115,tertiary,民主一街, ,F,0,0.0,F,F,城市次干道,1644.67845272,1182,1881,Class-1,2,0.682130345968629,-0.02466859190703177
178,178,纱帽正街武装部口,8,114.06698237100001,30.3171130805,5261,0.138538370065,5261,5902,454908132,5113,primary,武金堤,S102,B,0,0.0,F,F,城市主干道,4472.18840673,0,11,Class12,5,-0.1388865781179233,-0.05111165234334227
179,179,育才路11号,4,114.279745974,30.6165924119,81,0.00013236248154500002,81,101,51404404,5122,residential,育才路, ,B,0,0.0,F,F,城市支路,711.4361132270001,1558,1158,Class4,3,0.3646997384207267,-0.07755471277965277
180,180,东湖风景区白马小路至果批段,25,114.40047189200001,30.545834870500002,4993,0.00094577178182,4993,5576,388433250,5111,motorway,东湖隧道, ,F,70,-1.0,F,T,高架及快速路,7575.97722292,816,150,Class-1,4,-0.07785911691576777,0.061271354510977365
181,181,经开区四新南路新华园二路6处,34,114.209721126,30.5156833735,7365,0.000164366303854,7365,8416,721828543,5114,secondary, , ,F,0,0.0,F,F,城市主干道,3369.06031046,441,141,Class37,5,-0.08181053526698648,0.120768240492676
182,182,洪山区虎泉街保利华都1处,5,114.37848893600001,30.5078577164,2235,0.0003943045585380001,2235,2492,169556483,5122,residential, , ,B,0,0.0,F,F,城市支路,157.073003734,373,715,Class-1,3,0.1702021462440729,-0.07094394767057514
183,183,武胜路电车公司,4,114.263437868,30.5767525267,7054,0.000151453177171,7054,8069,667794410,5113,primary,武胜路, ,F,0,0.0,F,F,城市主干道,1128.17346146,1125,1450,Class37,5,0.49290131159360007,-0.07755471277965277
184,184,武汉开发区,4,114.15393961,30.4912574122,361,0.0304224809563,361,412,99319358,5114,secondary, , ,F,0,0.0,F,F,城市主干道,523.03357776,489,4,Class20,5,-0.1419599035022045,-0.07755471277965277
185,185,左岭地区,2,114.617286245,30.4931643073,7201,0.00024268235904799997,7201,8250,691990388,5121,unclassified,科技二路, ,F,0,0.0,F,F,城市支路,2166.09897298,0,11,Class12,3,-0.1388865781179233,-0.09077624299780802
186,186,李家墩,10,114.141885144,30.193402998200003,5066,0.204555445968,5066,5676,404530045,5114,secondary, , ,F,0,0.0,F,F,城市主干道,691.440554892,0,11,Class12,5,-0.1388865781179233,-0.03789012212518702
187,187,武昌片区,5,114.310542939,30.556204121500002,3250,0.000243171621572,3250,3620,231781499,5113,primary,中山路, ,F,0,0.0,F,F,城市主干道,509.214358118,912,776,Class-1,5,0.1969839817356663,-0.07094394767057514
188,188,武昌部分城区及江夏南部,2,114.18540265899999,30.393024962,5066,0.00147370060253,5066,5676,404530045,5114,secondary, , ,F,0,0.0,F,F,城市主干道,691.440554892,0,11,Class12,5,-0.1388865781179233,-0.09077624299780802
189,189,东彭路尤庙涵洞,3,114.45349195,30.5527023581,5817,3.502852557e-05,5817,6589,458084153,5121,unclassified, , ,B,0,0.0,F,F,城市支路,1529.19788623,882,27,Class-1,3,-0.13186183438242335,-0.0841654778887304
